key,nubKey,nameKey,taxonID,sourceTaxonKey,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,constituentKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,remarks,numDescendants,lastCrawled,lastInterpreted,issues,class,group,basionymKey,basionym,publishedIn
5272121,5272121.0,2673665,gbif:5272121,158313129.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium geppiorum,6,36,195.0,625,8776,2642664,5272121.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2642664,Codium,Codium geppiorum O.C.Schmidt,Codium geppiorum,,O.C.Schmidt,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.834+00:00,[],Ulvophyceae,Codium spp.,,,
5272227,5272227.0,2673695,gbif:5272227,158313128.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium gracile,6,36,195.0,625,8776,2642664,5272227.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2642664,Codium,Codium gracile (O.C.Schmidt) Dellow,Codium gracile,,(O.C.Schmidt) Dellow,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.852+00:00,[],Ulvophyceae,Codium spp.,,,
5272117,5272117.0,2673724,gbif:5272117,102309163.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium hubbsii,6,36,195.0,625,8776,2642664,5272117.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,"Codium hubbsii Dawson, 1950",Codium hubbsii,,"Dawson, 1950",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:40.004+00:00,[],Ulvophyceae,Codium spp.,,,
5272187,5272187.0,2673756,gbif:5272187,117176622.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium intertextum,6,36,195.0,625,8776,2642664,5272187.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2642664,Codium,Codium intertextum Collins & Herv.,Codium intertextum,,Collins & Herv.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.877+00:00,[],Ulvophyceae,Codium spp.,,,
5272177,5272177.0,17293298,gbif:5272177,131974242.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium intricatum,6,36,195.0,625,8776,2642664,5272177.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,2642664,Codium,"Codium intricatum Okamura, 1902",Codium intricatum,,"Okamura, 1902",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.762+00:00,[],Ulvophyceae,Codium spp.,,,
5272143,5272143.0,2673797,gbif:5272143,117176621.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium isthmocladum,6,36,195.0,625,8776,2642664,5272143.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2642664,Codium,Codium isthmocladum Vickers,Codium isthmocladum,Dead Man's Fingers,Vickers,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.891+00:00,[],Ulvophyceae,Codium spp.,,,
5272220,5272220.0,2673825,gbif:5272220,102309166.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium johnstonei,6,36,195.0,625,8776,2642664,5272220.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,Codium johnstonei Silva,Codium johnstonei,,Silva,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:40.007+00:00,[],Ulvophyceae,Codium spp.,,,
5272210,5272210.0,2673891,gbif:5272210,102309167.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium mamillosum,6,36,195.0,625,8776,2642664,5272210.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,Codium mamillosum Harv.,Codium mamillosum,,Harv.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.989+00:00,[],Ulvophyceae,Codium spp.,,,
5272112,5272112.0,2673934,gbif:5272112,161240731.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium mozambiquense,6,36,195.0,625,8776,2642664,5272112.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,2642664,Codium,"Codium mozambiquense P.C.Silva, 1959",Codium mozambiquense,,"P.C.Silva, 1959",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.783+00:00,[],Ulvophyceae,Codium spp.,,,
5272091,5272091.0,2673955,gbif:5272091,161240729.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium ovale,6,36,195.0,625,8776,2642664,5272091.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,2642664,Codium,"Codium ovale Zanardini, 1878",Codium ovale,,"Zanardini, 1878",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:40.013+00:00,[],Ulvophyceae,Codium spp.,,,
5839323,5839323.0,17486608,gbif:5839323,160001760.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium parvulum,6,36,195.0,625,8776,2642664,5839323.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,2642664,Codium,Codium parvulum (Bory ex Audouin) P.C.Silva,Codium parvulum,,(Bory ex Audouin) P.C.Silva,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.859+00:00,['ORIGINAL_NAME_DERIVED'],Ulvophyceae,Codium spp.,6452164.0,Spongodium parvulum Bory ex Audouin,
7879319,7879319.0,2673977,gbif:7879319,117176633.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium pernambucensis,6,36,195.0,625,8776,2642664,7879319.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2642664,Codium,Codium pernambucensis Oliveira-Carvalho & S.M.B.Pereira,Codium pernambucensis,,Oliveira-Carvalho & S.M.B.Pereira,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.900+00:00,[],Ulvophyceae,Codium spp.,,,European Journal of Phycology 47(4): 355–365 2012
5272155,5272155.0,25171622,gbif:5272155,158313127.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium perriniae,6,36,195.0,625,8776,2642664,5272155.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2642664,Codium,Codium perriniae A.H.S.Lucas,Codium perriniae,,A.H.S.Lucas,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.854+00:00,[],Ulvophyceae,Codium spp.,,,
5272225,5272225.0,2673986,gbif:5272225,161240727.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium picturatum,6,36,195.0,625,8776,2642664,5272225.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,2642664,Codium,"Codium picturatum F.F.Pedroche & P.C.Silva, 1996",Codium picturatum,,"F.F.Pedroche & P.C.Silva, 1996",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.781+00:00,[],Ulvophyceae,Codium spp.,,,
8246112,8246112.0,12822947,gbif:8246112,158313126.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium platyclados,6,36,195.0,625,8776,2642664,8246112.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2642664,Codium,Codium platyclados R.Jones & Kraft,Codium platyclados,,R.Jones & Kraft,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.838+00:00,[],Ulvophyceae,Codium spp.,,,
5729817,5729817.0,2670929,gbif:5729817,117176629.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium profundum,6,36,195.0,625,8776,2642664,5729817.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2642664,Codium,Codium profundum P.C.Silva & M.E.Chacana,Codium profundum,,P.C.Silva & M.E.Chacana,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.902+00:00,[],Ulvophyceae,Codium spp.,,,
5272087,5272087.0,2670940,gbif:5272087,161240722.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium prostratum,6,36,195.0,625,8776,2642664,5272087.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,2642664,Codium,"Codium prostratum Levring, 1938",Codium prostratum,,"Levring, 1938",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.777+00:00,[],Ulvophyceae,Codium spp.,,,
5272194,5272194.0,2670972,gbif:5272194,102309168.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium reediae,6,36,195.0,625,8776,2642664,5272194.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,"Codium reediae P.C.Silva, 1952",Codium reediae,,"P.C.Silva, 1952",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.974+00:00,[],Ulvophyceae,Codium spp.,,,
5272236,5272236.0,17293274,gbif:5272236,102309169.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium repens,6,36,195.0,625,8776,2642664,5272236.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,Codium repens P. & H.Crouan Ex Vickers,Codium repens,,P. & H.Crouan Ex Vickers,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Codium repens P.L.Crouan & H.M.Crouan,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:40.012+00:00,['ORTHOGRAPHIC_VARIANT'],Ulvophyceae,Codium spp.,,,
9634303,9634303.0,2670987,gbif:9634303,117176620.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium repens,6,36,195.0,625,8776,2642664,9634303.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2642664,Codium,Codium repens P.L.Crouan & H.M.Crouan,Codium repens,,P.L.Crouan & H.M.Crouan,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.882+00:00,[],Ulvophyceae,Codium spp.,,,
5272089,5272089.0,17293276,gbif:5272089,102309170.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium ritteri,6,36,195.0,625,8776,2642664,5272089.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,"Codium ritteri Setchell & Gardner, 1903",Codium ritteri,,"Setchell & Gardner, 1903",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.973+00:00,[],Ulvophyceae,Codium spp.,,,
5272235,5272235.0,2671011,gbif:5272235,158313125.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium saccatum,6,36,195.0,625,8776,2642664,5272235.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2642664,Codium,Codium saccatum Okamura,Codium saccatum,,Okamura,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.816+00:00,[],Ulvophyceae,Codium spp.,,,
5272164,5272164.0,2671050,gbif:5272164,168117177.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium setchellii,6,36,195.0,625,8776,2642664,5272164.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,2642664,Codium,Codium setchellii N.L.Gardner,Codium setchellii,,N.L.Gardner,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.963+00:00,[],Ulvophyceae,Codium spp.,,,
5272221,5272221.0,2671069,gbif:5272221,102309173.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium simulans,6,36,195.0,625,8776,2642664,5272221.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2642664,Codium,Codium simulans,Codium simulans,,,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:40.009+00:00,[],Ulvophyceae,Codium spp.,,,
5272136,5272136.0,2671138,gbif:5272136,158313123.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium spongiosum,6,36,195.0,625,8776,2642664,5272136.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2642664,Codium,Codium spongiosum Harv.,Codium spongiosum,,Harv.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.840+00:00,[],Ulvophyceae,Codium spp.,,,
9268962,9268962.0,15428156,gbif:9268962,131974238.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium spongiosum,6,36,195.0,625,8776,2642664,9268962.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,2642664,Codium,Codium spongiosum Okamura,Codium spongiosum,,Okamura,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Codium spongiosum Harv.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.750+00:00,['ORTHOGRAPHIC_VARIANT'],Ulvophyceae,Codium spp.,,,
5272185,5272185.0,2671166,gbif:5272185,117176614.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium taylorii,6,36,195.0,625,8776,2642664,5272185.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2642664,Codium,Codium taylorii P.C.Silva,Codium taylorii,,P.C.Silva,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.880+00:00,[],Ulvophyceae,Codium spp.,,,
5272238,5272238.0,2671172,gbif:5272238,131974239.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium tenue,6,36,195.0,625,8776,2642664,5272238.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,2642664,Codium,"Codium tenue (Kützing) Kützing, 1856",Codium tenue,,"(Kützing) Kützing, 1856",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.752+00:00,['ORIGINAL_NAME_DERIVED'],Ulvophyceae,Codium spp.,11295663.0,Codium tomentosum subsp. tenue Kützing,
6452091,6452091.0,58641448,gbif:6452091,187976162.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium textile,6,36,195.0,625,8776,2642664,6452091.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,2642664,Codium,Codium textile (Clemente) C.Agardh,Codium textile,,(Clemente) C.Agardh,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.954+00:00,[],Ulvophyceae,Codium spp.,,,
5272167,5272167.0,2671190,gbif:5272167,124590017.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium tomentosum,6,36,195.0,625,8776,2642664,5272167.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,4dd32523-a3a3-43b7-84df-4cda02f15cf7,2642664,Codium,Codium tomentosum Stackh.,Codium tomentosum,Velvet Horn,Stackh.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.904+00:00,[],Ulvophyceae,Codium spp.,,,
5272160,5272160.0,2671222,gbif:5272160,168117183.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Codium vermilara,6,36,195.0,625,8776,2642664,5272160.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,2642664,Codium,"Codium vermilara (Olivi) Delle Chiaje, 1829",Codium vermilara,,"(Olivi) Delle Chiaje, 1829",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.956+00:00,['ORIGINAL_NAME_DERIVED'],Ulvophyceae,Codium spp.,5272162.0,"Lamarckia vermilara Olivi, 1792",
5272079,5272079.0,4466238,gbif:5272079,201579807.0,Plantae,Chlorophyta,Bryopsidales,Codiaceae,Codium,Flabellia petiolata,6,36,195.0,625,8776,2642664,5272079.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,2642664,Codium,"Flabellia petiolata (Turra) Nizamuddin, 1987",Flabellia petiolata,,"(Turra) Nizamuddin, 1987",SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:39.925+00:00,"['ORIGINAL_NAME_DERIVED', 'NAME_PARENT_MISMATCH']",Ulvophyceae,Codium spp.,7797764.0,"Ulva petiolata Turra, 1780",
5423588,5423588.0,17146614,gbif:5423588,102316304.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota acutiloba,4,98,7073593.0,1180,7725,3200250,5423588.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,3200250,Dictyota,Dictyota acutiloba J.Ag.,Dictyota acutiloba,,J.Ag.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.357+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423455,5423455.0,3509958,gbif:5423455,161327440.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota adnata,4,98,7073593.0,1180,7725,3200250,5423455.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,3200250,Dictyota,"Dictyota adnata Zanardini, 1878",Dictyota adnata,,"Zanardini, 1878",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.377+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423551,5423551.0,17146587,gbif:5423551,158312369.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota bartayresiana,4,98,7073593.0,1180,7725,3200250,5423551.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,3200250,Dictyota,Dictyota bartayresiana J.V.Lamour.,Dictyota bartayresiana,,J.V.Lamour.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.014+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423443,5423443.0,3510091,gbif:5423443,102316307.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota binghamiae,4,98,7073593.0,1180,7725,3200250,5423443.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,3200250,Dictyota,Dictyota binghamiae,Dictyota binghamiae,,,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.355+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423550,5423550.0,3510115,gbif:5423550,161327433.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota canaliculata,4,98,7073593.0,1180,7725,3200250,5423550.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,3200250,Dictyota,"Dictyota canaliculata O.De Clerck & E.Coppejans, 1997",Dictyota canaliculata,,"O.De Clerck & E.Coppejans, 1997",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.394+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423589,5423589.0,3510131,gbif:5423589,117174844.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota caribaea,4,98,7073593.0,1180,7725,3200250,5423589.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,3200250,Dictyota,Dictyota caribaea Hörnig & Schnetter,Dictyota caribaea,,Hörnig & Schnetter,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.203+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423559,5423559.0,16092894,gbif:5423559,161327429.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota ceylanica,4,98,7073593.0,1180,7725,3200250,5423559.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,3200250,Dictyota,"Dictyota ceylanica Kütz., 1859",Dictyota ceylanica,,"Kütz., 1859",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.384+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423446,5423446.0,17146597,gbif:5423446,117174833.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota ciliolata,4,98,7073593.0,1180,7725,3200250,5423446.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,3200250,Dictyota,Dictyota ciliolata O.G.Sond. ex Kütz.,Dictyota ciliolata,Blue margined brown alga,O.G.Sond. ex Kütz.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.243+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423508,5423508.0,3510237,gbif:5423508,117174822.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota crenulata,4,98,7073593.0,1180,7725,3200250,5423508.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,3200250,Dictyota,Dictyota crenulata J.Agardh,Dictyota crenulata,,J.Agardh,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.239+00:00,[],Phaeophyceae,Dictyota spp.,,,
8018048,8018048.0,3510276,gbif:8018048,180296338.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota cyanoloma,4,98,7073593.0,1180,7725,3200250,8018048.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,3200250,Dictyota,"Dictyota cyanoloma Tronholm, De Clerck, Gomez Garreta & Rull Lluch, 2010",Dictyota cyanoloma,,"Tronholm, De Clerck, Gomez Garreta & Rull Lluch, 2010",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.348+00:00,[],Phaeophyceae,Dictyota spp.,,,
6539317,6539317.0,3510308,gbif:6539317,161327419.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota detergenda,4,98,7073593.0,1180,7725,3200250,6539317.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,3200250,Dictyota,"Dictyota detergenda Kraft, 2009",Dictyota detergenda,,"Kraft, 2009",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.393+00:00,[],Phaeophyceae,Dictyota spp.,,,
5423480,5423480.0,3510321,gbif:5423480,158312367.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota dichotoma,4,98,7073593.0,1180,7725,3200250,5423480.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,3200250,Dictyota,Dictyota dichotoma (Huds.) J.V.Lamour.,Dictyota dichotoma,,(Huds.) J.V.Lamour.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,2,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.031+00:00,[],Phaeophyceae,Dictyota spp.,8384952.0,Ulva dichotoma Huds.,
5423493,5423493.0,15417484,gbif:5423493,131954427.0,Chromista,Ochrophyta,Dictyotales,Dictyotaceae,Dictyota,Dictyota dilatata,4,98,7073593.0,1180,7725,3200250,5423493.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,3200250,Dictyota,"Dictyota dilatata Poiret, 1925",Dictyota dilatata,,"Poiret, 1925",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T22:54:41.398+00:00,[],Phaeophyceae,Dictyota spp.,,,
