key,nubKey,nameKey,taxonID,sourceTaxonKey,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,datasetKey,constituentKey,parentKey,parent,scientificName,canonicalName,vernacularName,authorship,nameType,rank,origin,taxonomicStatus,nomenclaturalStatus,remarks,numDescendants,lastCrawled,lastInterpreted,issues,class,group,basionymKey,basionym,publishedIn
5279840,5279840.0,13243150,gbif:5279840,158312708.0,Plantae,Rhodophyta,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis armata,6,106,342.0,664,4891,2668852,5279840.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2668852,Asparagopsis,Asparagopsis armata Harv.,Asparagopsis armata,Harpoon weed,Harv.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:19:07.954+00:00,[],Florideophyceae,Asparagopsis spp.,,,
5279839,5279839.0,38468827,gbif:5279839,176752258.0,Plantae,Rhodophyta,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis svedelii,6,106,342.0,664,4891,2668852,5279839.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,19491596-35ae-4a91-9a98-85cf505f1bd3,2668852,Asparagopsis,Asparagopsis svedelii W.R.Taylor,Asparagopsis svedelii,,W.R.Taylor,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:19:07.937+00:00,[],Florideophyceae,Asparagopsis spp.,,,
5279834,5279834.0,1049432,gbif:5279834,158312707.0,Plantae,Rhodophyta,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis,6,106,342.0,664,4891,2668852,5279834.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,763a8aa3-65de-443e-bd20-bbe958a1ef74,2668852,Asparagopsis,Asparagopsis taxiformis (Delile) Trevis.,Asparagopsis taxiformis,,(Delile) Trevis.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:19:07.970+00:00,[],Florideophyceae,Asparagopsis spp.,,,
10327454,10327454.0,30663838,gbif:10327454,158209870.0,Plantae,Rhodophyta,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,,6,106,342.0,664,4891,2668852,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,4cec8fef-f129-4966-89b7-4f8439aba058,2668852,Asparagopsis,BOLD:AAF6415,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:19:07.927+00:00,[],Florideophyceae,Asparagopsis spp.,,,
9960813,9960813.0,30663837,gbif:9960813,158209873.0,Plantae,Rhodophyta,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,,6,106,342.0,664,4891,2668852,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,4cec8fef-f129-4966-89b7-4f8439aba058,2668852,Asparagopsis,BOLD:AAO6510,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:19:07.934+00:00,[],Florideophyceae,Asparagopsis spp.,,,
7754167,7754167.0,127273762,gbif:7754167,160001092.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella chlorelloides,6,36,332.0,1359,4852,2638467,7754167.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,2638467,Chlorella,"Chlorella chlorelloides (Naumann) C.Bock, L.Krienitz & T.Pröschold",Chlorella chlorelloides,,"(Naumann) C.Bock, L.Krienitz & T.Pröschold",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.061+00:00,['ORIGINAL_NAME_DERIVED'],Trebouxiophyceae,Chlorella sp.,2642002.0,Brachionococcus chlorelloides Naumann,
5707630,5707630.0,2400049,gbif:5707630,102309763.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella conductrix,6,36,332.0,1359,4852,2638467,5707630.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,Chlorella conductrix (Brandt) Beijerinck,Chlorella conductrix,,(Brandt) Beijerinck,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,4,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.128+00:00,['ORIGINAL_NAME_DERIVED'],Trebouxiophyceae,Chlorella sp.,12124657.0,? conductrix Brandt,
8053116,8053116.0,30644163,gbif:8053116,160001202.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella elongata,6,36,332.0,1359,4852,2638467,8053116.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,2638467,Chlorella,Chlorella elongata (Hindák) C.Bock et al.,Chlorella elongata,,(Hindák) C.Bock et al.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.041+00:00,['ORIGINAL_NAME_DERIVED'],Trebouxiophyceae,Chlorella sp.,2642009.0,Dictyosphaerium elongatum Hindák,
5270951,5270951.0,41151272,gbif:5270951,180024581.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella emersonii,6,36,332.0,1359,4852,2638467,5270951.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,2638467,Chlorella,Chlorella emersonii Shihira & Krauss,Chlorella emersonii,,Shihira & Krauss,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.089+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
9322040,9322040.0,15427952,gbif:9322040,131973881.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella faginea,6,36,332.0,1359,4852,2638467,9322040.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,1ec61203-14fa-4fbd-8ee5-a4a80257b45a,2638467,Chlorella,Chlorella faginea Hsu,Chlorella faginea,,Hsu,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.184+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270932,5270932.0,2400179,gbif:5270932,117175380.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella homosphaera,6,36,332.0,1359,4852,2638467,5270932.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2638467,Chlorella,Chlorella homosphaera Skuja,Chlorella homosphaera,,Skuja,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.081+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
7979837,7979837.0,2400194,gbif:7979837,117175393.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella kessleri,6,36,332.0,1359,4852,2638467,7979837.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2638467,Chlorella,Chlorella kessleri (Gickelh.) Bourr.,Chlorella kessleri,,(Gickelh.) Bourr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.077+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
7518333,7518333.0,2400208,gbif:7518333,201970004.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella lewinii,6,36,332.0,1359,4852,2638467,7518333.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,"Chlorella lewinii C.Bock, Krienitz & Pröschold, 2011",Chlorella lewinii,,"C.Bock, Krienitz & Pröschold, 2011",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.955+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270973,5270973.0,2400240,gbif:5270973,102309764.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella luteoviridis,6,36,332.0,1359,4852,2638467,5270973.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,"Chlorella luteoviridis Chodat, 1912",Chlorella luteoviridis,,"Chodat, 1912",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.156+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270945,5270945.0,41151269,gbif:5270945,180024570.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella miniata,6,36,332.0,1359,4852,2638467,5270945.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,2638467,Chlorella,Chlorella miniata (Nägeli) Oltm.,Chlorella miniata,,(Nägeli) Oltm.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.091+00:00,['ORIGINAL_NAME_DERIVED'],Trebouxiophyceae,Chlorella sp.,7453612.0,Pleurococcus miniatus Nägeli,
7523433,7523433.0,2400273,gbif:7523433,117175392.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella minutissima,6,36,332.0,1359,4852,2638467,7523433.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2638467,Chlorella,Chlorella minutissima (Gickelh.) Bourr.,Chlorella minutissima,,(Gickelh.) Bourr.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.082+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270925,5270925.0,41151268,gbif:5270925,180024564.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella minutissima,6,36,332.0,1359,4852,2638467,5270925.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,2638467,Chlorella,Chlorella minutissima Fott & Nováková,Chlorella minutissima,,Fott & Nováková,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Chlorella minutissima (Gickelh.) Bourr.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.088+00:00,['ORTHOGRAPHIC_VARIANT'],Trebouxiophyceae,Chlorella sp.,,,
7525439,7525439.0,2400325,gbif:7525439,117175389.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella oocystoides,6,36,332.0,1359,4852,2638467,7525439.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,aacd816d-662c-49d2-ad1a-97e66e2a2908,2638467,Chlorella,Chlorella oocystoides Hindák,Chlorella oocystoides,,Hindák,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.079+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270980,5270980.0,2400336,gbif:5270980,102309769.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella parasitica,6,36,332.0,1359,4852,2638467,5270980.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,Chlorella parasitica (Brandt) Beijerinck,Chlorella parasitica,,(Brandt) Beijerinck,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.162+00:00,['ORIGINAL_NAME_DERIVED'],Trebouxiophyceae,Chlorella sp.,2641398.0,"Zoochlorella parasitica Brandt, 1882",
5270936,5270936.0,41151266,gbif:5270936,180024553.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella saccharophila,6,36,332.0,1359,4852,2638467,5270936.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,2638467,Chlorella,"Chlorella saccharophila (W.Krüger) W.Mig., 1907",Chlorella saccharophila,,"(W.Krüger) W.Mig., 1907",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.086+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
7474087,7474087.0,2400526,gbif:7474087,201579834.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella salina,6,36,332.0,1359,4852,2638467,7474087.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,2638467,Chlorella,"Chlorella salina Kufferath, 1919",Chlorella salina,,"Kufferath, 1919",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.084+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270956,5270956.0,17291470,gbif:5270956,102309777.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella sorokiniana,6,36,332.0,1359,4852,2638467,5270956.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,"Chlorella sorokiniana Shihira & Krauss, 1965",Chlorella sorokiniana,,"Shihira & Krauss, 1965",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,7,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.100+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
12247949,,130321035,gbif:12247949,160001194.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella spec,6,36,332.0,1359,4852,2638467,12247949.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,2638467,Chlorella,Chlorella spec Kufferath,Chlorella spec,,Kufferath,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.054+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270944,5270944.0,2401775,gbif:5270944,160001188.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella stigmatophora,6,36,332.0,1359,4852,2638467,5270944.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,2638467,Chlorella,Chlorella stigmatophora Butcher,Chlorella stigmatophora,,Butcher,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.040+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11671314,11671314.0,89168143,gbif:11671314,201969990.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella thermophila,6,36,332.0,1359,4852,2638467,11671314.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,"Chlorella thermophila Ma, Han, Huss, Hu, Sun & Zhang, 2015",Chlorella thermophila,,"Ma, Han, Huss, Hu, Sun & Zhang, 2015",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.910+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
7938682,7938682.0,2401810,gbif:7938682,201969993.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella variabilis,6,36,332.0,1359,4852,2638467,7938682.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,"Chlorella variabilis I.Shihira & R.W.Krauss, 1965",Chlorella variabilis,,"I.Shihira & R.W.Krauss, 1965",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,2,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.895+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5707629,5707629.0,2401817,gbif:5707629,102309778.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella variegata,6,36,332.0,1359,4852,2638467,5707629.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,"Chlorella variegata Beijerinck, 1890",Chlorella variegata,,"Beijerinck, 1890",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.159+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
7563081,7563081.0,2401873,gbif:7563081,201970001.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella volutis,6,36,332.0,1359,4852,2638467,7563081.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,"Chlorella volutis C.Bock, Krienitz & Pröschold, 2011",Chlorella volutis,,"C.Bock, Krienitz & Pröschold, 2011",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,1,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.924+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5270961,5270961.0,2401876,gbif:5270961,160001185.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella vulgaris,6,36,332.0,1359,4852,2638467,5270961.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,de8934f4-a136-481c-a87a-b0b202b80a31,2638467,Chlorella,Chlorella vulgaris Beij.,Chlorella vulgaris,,Beij.,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,13,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.999+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
9301493,9301493.0,15427951,gbif:9301493,161241850.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella vulgaris,6,36,332.0,1359,4852,2638467,9301493.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,2638467,Chlorella,Chlorella vulgaris Beyerinck,Chlorella vulgaris,,Beyerinck,SCIENTIFIC,SPECIES,SOURCE,DOUBTFUL,[],Possible variant of Chlorella vulgaris Beij.,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.171+00:00,['ORTHOGRAPHIC_VARIANT'],Trebouxiophyceae,Chlorella sp.,,,
5707633,5707633.0,2401900,gbif:5707633,102309782.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella xanthella,6,36,332.0,1359,4852,2638467,5707633.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,Chlorella xanthella Beijernick,Chlorella xanthella,,Beijernick,SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.152+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
5707631,5707631.0,2401904,gbif:5707631,102309783.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,Chlorella zopfingiensis,6,36,332.0,1359,4852,2638467,5707631.0,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,9ca92552-f23a-41a8-a140-01abaa31c931,2638467,Chlorella,"Chlorella zopfingiensis Donz, 1934",Chlorella zopfingiensis,,"Donz, 1934",SCIENTIFIC,SPECIES,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.126+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11593192,11593192.0,97402135,gbif:11593192,201970044.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH0913040.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.224+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11695943,11695943.0,97402372,gbif:11695943,201970072.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH0913045.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.964+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11554791,11554791.0,97402149,gbif:11554791,201970073.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH0921710.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.202+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11440274,11440274.0,97402337,gbif:11440274,201970080.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1061547.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.196+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11429648,11429648.0,97402208,gbif:11429648,201970081.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1061548.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.949+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11678936,11678936.0,97402155,gbif:11678936,201970082.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1061550.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.209+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11729948,11729948.0,97402357,gbif:11729948,201970083.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1097982.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.959+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11412876,11412876.0,97402143,gbif:11412876,201970085.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1097984.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.965+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11889541,11889541.0,97402211,gbif:11889541,201970086.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1097991.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.919+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11853648,11853648.0,97402144,gbif:11853648,201970091.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1108123.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.199+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11543227,11543227.0,97402184,gbif:11543227,201970092.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1108124.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.990+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11839989,11839989.0,97402199,gbif:11839989,201970094.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1108126.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:30.212+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11606969,11606969.0,97402111,gbif:11606969,201970096.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1108129.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.952+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
11867354,11867354.0,97402339,gbif:11867354,201970097.0,Plantae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,,6,36,332.0,1359,4852,2638467,,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,61a5f178-b5fb-4484-b6d8-9b129739e59d,2638467,Chlorella,SH1108134.09FU,,,,OTU,UNRANKED,SOURCE,ACCEPTED,[],,0,2023-08-22T23:20:59.545+00:00,2023-08-22T23:18:29.906+00:00,[],Trebouxiophyceae,Chlorella sp.,,,
