scientificName,accepted,acceptedKey,genus,species,phylum,key,taxonomicStatus,group
Coccotylus brodiei var. angustissimus Kütz.,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452618,SYNONYM,Coccotylus truncatus
Coccotylus brodiei var. cuneifolius R.Wollny,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452622,SYNONYM,Coccotylus truncatus
Coccotylus brodiei var. ligulatus Kütz.,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452621,SYNONYM,Coccotylus truncatus
"Coccotylus truncatus f. brodiei (Turner) M.J.Wynne & Heine, 1992",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,2667253,SYNONYM,Coccotylus truncatus
Fucus brodiei Turner,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,12390615,PROPARTE_SYNONYM,Coccotylus truncatus
Fucus truncatus Pallas,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,2667271,SYNONYM,Coccotylus truncatus
Phyllophora brodiei (Turner) Endlicher,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,7656485,PROPARTE_SYNONYM,Coccotylus truncatus
Phyllophora brodiei f. baltica Aresch.,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8503686,HOMOTYPIC_SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. baltica Aresch. ex Gobi, 1877",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,7913928,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. concatenata (C.Agardh) Kylin, 1907",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8360082,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. elongata (Hauck) Svedelius, 1901",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,7442710,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. filiformis Rosenv., 1931",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452625,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. interrupta (Grev.) Rosenv., 1893",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279405,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. ligulata (C.Agardh) Sjöstedt, 1920",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452623,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei f. stellata Rosenv., 1931",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452619,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei subsp. interrupta (Grev.) Rosenv., 1893",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8422031,SYNONYM,Coccotylus truncatus
Phyllophora brodiei var. angustissima C.Agardh,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279406,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei var. baltica (Aresch. ex Gobi) Hauck, 1883",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279402,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei var. concatenata (C.Agardh) Aresch., 1847",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279392,SYNONYM,Coccotylus truncatus
"Phyllophora brodiei var. elongata Hauck, 1883",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279400,SYNONYM,Coccotylus truncatus
Phyllophora interrupta (Greville) J.Agardh,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279408,SYNONYM,Coccotylus truncatus
"Phyllophora parvula Darbishire, 1896",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279403,SYNONYM,Coccotylus truncatus
Phyllophora truncata (Pallas) A.D.Zinova,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,2667274,SYNONYM,Coccotylus truncatus
Sphaerococcus brodiei (Turner) C.Agardh,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,12390616,PROPARTE_SYNONYM,Coccotylus truncatus
"Sphaerococcus brodiei var. concatenatus C.Agardh, 1817",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279404,SYNONYM,Coccotylus truncatus
"Sphaerococcus brodiei var. concatenatus Lyngb., 1819",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,8187628,SYNONYM,Coccotylus truncatus
"Sphaerococcus brodiei var. ligulatus C.Agardh, 1822",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,6452620,SYNONYM,Coccotylus truncatus
Sphaerococcus interruptus Greville,Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279395,SYNONYM,Coccotylus truncatus
"Sphaerococcus membranifolius var. concatenatus (C.Agardh) Wahlenberg, 1826",Coccotylus truncatus (Pallas) M.J.Wynne & J.N.Heine,2667249,Coccotylus,Coccotylus truncatus,Rhodophyta,5279409,SYNONYM,Coccotylus truncatus
"Acanthocodium fragile Suringar, 1867",Codium fragile (Suringar) Har.,5272096,Codium,Codium fragile,Chlorophyta,2642683,HOMOTYPIC_SYNONYM,Codium fragile
Codium dichotomum var. marginiferum S.F.Gray,Codium tomentosum Stackh.,5272167,Codium,Codium tomentosum,Chlorophyta,10238486,SYNONYM,Codium tomentosum
Fucus tomentosus subsp. marginifer Turner,Codium tomentosum Stackh.,5272167,Codium,Codium tomentosum,Chlorophyta,11227925,SYNONYM,Codium tomentosum
"Fucus tomentosus var. marginifer Turner, 1811",Codium tomentosum Stackh.,5272167,Codium,Codium tomentosum,Chlorophyta,2642758,SYNONYM,Codium tomentosum
Colpomenia peregrina (Sauvageau) G Hamel,Colpomenia peregrina Sauv.,3197970,Colpomenia,Colpomenia peregrina,Ochrophyta,7821911,SYNONYM,Colpomenia peregrina
"Colpomenia sinuosa var. peregrina Sauv., 1927",Colpomenia peregrina Sauv.,3197970,Colpomenia,Colpomenia peregrina,Ochrophyta,3197964,SYNONYM,Colpomenia peregrina
Corallina calvadosii J.V.Lamour.,Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,7738134,HETEROTYPIC_SYNONYM,Corallina officinalis
"Corallina compacta P.L.Crouan & H.M.Crouan, 1867",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,5276018,SYNONYM,Corallina officinalis
Corallina nana Zanardini,Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,7568730,HETEROTYPIC_SYNONYM,Corallina officinalis
"Corallina officinalis f. compacta (P.L.Crouan & H.M.Crouan) Hamel & Lemoine, 1953",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,7714551,SYNONYM,Corallina officinalis
"Corallina officinalis f. nana (Zanardini) Van Heurck, 1908",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,8379588,SYNONYM,Corallina officinalis
"Corallina officinalis f. profunda Farl., 1881",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,5276020,SYNONYM,Corallina officinalis
"Corallina officinalis f. vulgaris Kütz., 1858",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,5276015,SYNONYM,Corallina officinalis
"Corallina officinalis var. compacta (P.L.Crouan & H.M.Crouan) Batters, 1902",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,7932759,SYNONYM,Corallina officinalis
"Corallina officinalis var. flabellifera Schiffn., 1931",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,5276019,SYNONYM,Corallina officinalis
"Corallina officinalis var. nana (Zanardini) Ardissone, 1883",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,8276983,SYNONYM,Corallina officinalis
"Corallina officinalis var. profunda Farl., 1881",Corallina officinalis L.,5276013,Corallina,Corallina officinalis,Rhodophyta,7407962,SYNONYM,Corallina officinalis
"Chlorella caldaria (Tilden) M.B.Allen, 1954",Cyanidium caldarium (J.Tilden) L.Geitler,2668944,Cyanidium,Cyanidium caldarium,Rhodophyta,11098803,SYNONYM,Cyanidium caldarium
"Pluto calderius (Tilden) J.J.Copeland, 1936",Cyanidium caldarium (J.Tilden) L.Geitler,2668944,Cyanidium,Cyanidium caldarium,Rhodophyta,7435701,SYNONYM,Cyanidium caldarium
"Protococcus botryoides f. caldarium Tilden, 1898",Cyanidium caldarium (J.Tilden) L.Geitler,2668944,Cyanidium,Cyanidium caldarium,Rhodophyta,2668945,SYNONYM,Cyanidium caldarium
Protococcus botryoides var. caldarius J.Tilden,Cyanidium caldarium (J.Tilden) L.Geitler,2668944,Cyanidium,Cyanidium caldarium,Rhodophyta,7468900,SYNONYM,Cyanidium caldarium
"Rhodococcus caldarius (Tilden) Hirose, 1958",Cyanidium caldarium (J.Tilden) L.Geitler,2668944,Cyanidium,Cyanidium caldarium,Rhodophyta,5279859,SYNONYM,Cyanidium caldarium
"Delesseria sanguinea f. filiformis Levring, 1940",Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,2661977,SYNONYM,Delesseria sanguinea
"Delesseria sanguinea var. lanceolata C.Agardh, 1822",Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,2661973,SYNONYM,Delesseria sanguinea
"Delesseria sanguinea var. latifolia Carmichael, 1833",Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,7718585,SYNONYM,Delesseria sanguinea
Fucus sanguineus Hudson,Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,2661976,SYNONYM,Delesseria sanguinea
Hydrolapatha sanguineum (Hudson) Stackhouse,Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,11040797,SYNONYM,Delesseria sanguinea
Hydrolapathum sanguineum (Hudson) Stackhouse,Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,2661974,SYNONYM,Delesseria sanguinea
Sphaerococcus sangineus (Hudson) Wahlenberg,Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,10216666,SYNONYM,Delesseria sanguinea
"Sphaerococcus sanguineus (Hudson) Wahlenberg, 1826",Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,5278294,SYNONYM,Delesseria sanguinea
Wormskioldia sanguinea (Hudson) Spengel,Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,5278293,SYNONYM,Delesseria sanguinea
Wormskioldia sanguinea (Hudson) Sprengel,Delesseria sanguinea (Hudson) J.V.Lamouroux,2661972,Delesseria,Delesseria sanguinea,Rhodophyta,11028959,SYNONYM,Delesseria sanguinea
"Dictyopteris ambigua (Clemente) Cremades, 1990",Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,3200500,SYNONYM,Dictyopteris polypodioides
Dictyopteris membranacea (Stackh.) Batters,Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,5423615,SYNONYM,Dictyopteris polypodioides
"Dictyopteris punctata Noda, 1973",Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,5423617,SYNONYM,Dictyopteris polypodioides
"Dictyopteris tripolitana Nizamuddin, 1981",Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,5423623,SYNONYM,Dictyopteris polypodioides
"Fucus ambiguus Clemente, 1807",Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,3200502,SYNONYM,Dictyopteris polypodioides
Fucus membranaceus Stackh.,Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,7954071,SYNONYM,Dictyopteris polypodioides
Fucus polypodioides Desf.,Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,7523284,SYNONYM,Dictyopteris polypodioides
Haliseris polypodioides (A.P.de Candolle) C.Agardh,Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,3200503,SYNONYM,Dictyopteris polypodioides
Haliseris polypodioides (Desf.) J.V.Lamour.,Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,7423702,SYNONYM,Dictyopteris polypodioides
"Polypodoidea membranacea Stackh., 1809",Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,3200506,SYNONYM,Dictyopteris polypodioides
"Ulva membranacea (Stackh.) J.P.Jones & J.F.Kingston, 1829",Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,7833256,SYNONYM,Dictyopteris polypodioides
Ulva polypodioides DC.,Dictyopteris polypodioides (DC.) J.V.Lamour.,5423614,Dictyopteris,Dictyopteris polypodioides,Ochrophyta,8178394,SYNONYM,Dictyopteris polypodioides
"Chordaria flagelliformis var. hippuroides (Lyngbye) J.Agardh, 1848",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7801994,SYNONYM,Dictyosiphon foeniculaceus
"Chordaria flagelliformis var. intricata C.Agardh, 1817",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7890270,SYNONYM,Dictyosiphon foeniculaceus
Conferva foeniculacea Huds.,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8398542,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon corymbosus Kjellm.,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,3198452,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon corymbosus f. abbreviatus Kjellman, 1883",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8413329,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon foeniculaceus f. flaccidus (Areschoug) Kjellman, 1880",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7421148,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon foeniculaceus f. hippuroides (Lyngbye) Levring, 1940",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7564980,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon foeniculaceus f. typicus Kjellman, 1883",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7770185,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon foeniculaceus subsp. flaccidus Areschoug, 1873",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8196223,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon foeniculaceus subsp. hispidus Kjellman, 1877",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8134375,SYNONYM,Dictyosiphon foeniculaceus
"Dictyosiphon foeniculaceus var. flaccidus (Areschoug) Areschoug, 1875",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7609949,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon foeniculaceus var. hispidus (Kjellman) F.S.Collins,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7390476,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon fragilis Harvey,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,3198444,HOMOTYPIC_SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon fragilis Harvey ex Kützing,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7936638,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon hippuroides (Lyngb.) Kütz.,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,3198436,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon hippuroides f. typicus Kjellman,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7623569,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon hippuroides var. fragilis Kjellman,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7492917,SYNONYM,Dictyosiphon foeniculaceus
Dictyosiphon hispidus (Kjellm.) Kjellm.,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,3198426,SYNONYM,Dictyosiphon foeniculaceus
"Gigartina plicata var. hippuroides (Lyngbye) Örsted, 1844",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7506445,SYNONYM,Dictyosiphon foeniculaceus
"Halymenia foeniculacea (Hudson) C.Agardh, 1817",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,3198431,SYNONYM,Dictyosiphon foeniculaceus
Ilea foeniculacea (Huds.) Fr.,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,6879548,SYNONYM,Dictyosiphon foeniculaceus
Scytosiphon foeniculaceus (Huds.) C.Agardh,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,6879550,SYNONYM,Dictyosiphon foeniculaceus
"Scytosiphon foeniculaceus var. intricatus (C.Agardh) Lyngbye, 1819",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8011741,SYNONYM,Dictyosiphon foeniculaceus
"Scytosiphon foeniculaceus var. membranaceus Lyngbye, 1819",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8119951,SYNONYM,Dictyosiphon foeniculaceus
Scytosiphon hippuroides Lyngb.,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,6879552,SYNONYM,Dictyosiphon foeniculaceus
Scytosiphon ramellosus J.Agardh,Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,6879549,SYNONYM,Dictyosiphon foeniculaceus
"Scytosiphon tomentosus Hornem., 1818",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,6879551,SYNONYM,Dictyosiphon foeniculaceus
"Sphaerococcus hippuroides (Lyngbye) C.Agardh, 1824",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8087366,SYNONYM,Dictyosiphon foeniculaceus
"Sphaerococcus plicatus var. hippuroides (Lyngbye) C.Agardh, 1822",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,7696595,SYNONYM,Dictyosiphon foeniculaceus
"Ulva foeniculacea (Hudson) C.Agardh, 1816",Dictyosiphon foeniculaceus (Huds.) Grev.,7847644,Dictyosiphon,Dictyosiphon foeniculaceus,Ochrophyta,8243617,SYNONYM,Dictyosiphon foeniculaceus
"Dichophyllium dichotomum (Hudson) Kütz., 1843",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,7902589,SYNONYM,Dictyota dichotoma
"Dictyota acuta Kütz., 1845",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,7910146,SYNONYM,Dictyota dichotoma
"Dictyota acuta var. patens Kütz., 1849",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,8223437,SYNONYM,Dictyota dichotoma
"Dictyota aequalis var. minor Kütz., 1859",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,8308147,SYNONYM,Dictyota dichotoma
"Dictyota apiculata J.Agardh, 1894",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,5423486,SYNONYM,Dictyota dichotoma
"Dictyota areolata Schousboe, 1892",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,7597947,SYNONYM,Dictyota dichotoma
"Dictyota attenuata Kütz., 1859",Dictyota dichotoma (Huds.) J.V.Lamour.,5423480,Dictyota,Dictyota dichotoma,Ochrophyta,7754817,SYNONYM,Dictyota dichotoma
